,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
833236,2,5,2013-06-14,4437,558,1,0,0,0
833235,1,5,2013-06-14,4150,529,1,0,0,0
833242,8,5,2013-06-14,3828,507,1,0,0,0
832122,3,6,2013-06-15,4330,491,1,0,0,0
832120,1,6,2013-06-15,4766,567,1,0,0,0
832121,2,6,2013-06-15,2724,372,1,0,0,0
832123,4,6,2013-06-15,9774,1398,1,0,0,0
832125,6,6,2013-06-15,3951,448,1,0,0,0
832128,9,6,2013-06-15,5094,455,1,0,0,0
832124,5,6,2013-06-15,1970,219,1,0,0,0
832126,7,6,2013-06-15,6090,684,1,0,0,0
832127,8,6,2013-06-15,2653,319,1,0,0,0
831013,9,7,2013-06-16,0,0,0,0,0,0
831012,8,7,2013-06-16,0,0,0,0,0,0
831011,7,7,2013-06-16,0,0,0,0,0,0
831010,6,7,2013-06-16,0,0,0,0,0,0
831009,5,7,2013-06-16,0,0,0,0,0,0
831008,4,7,2013-06-16,0,0,0,0,0,0
831007,3,7,2013-06-16,0,0,0,0,0,0
831006,2,7,2013-06-16,0,0,0,0,0,0
831005,1,7,2013-06-16,0,0,0,0,0,0
829890,1,1,2013-06-17,5337,585,1,1,0,0
829891,2,1,2013-06-17,7259,743,1,1,0,0
829893,4,1,2013-06-17,13108,1584,1,1,0,0
829892,3,1,2013-06-17,10328,986,1,1,0,0
829895,6,1,2013-06-17,7995,931,1,1,0,0
829898,9,1,2013-06-17,7704,646,1,1,0,0
829896,7,1,2013-06-17,12592,1184,1,1,0,0
829897,8,1,2013-06-17,8248,850,1,1,0,0
829894,5,1,2013-06-17,8126,784,1,1,0,0
828775,1,2,2013-06-18,4633,554,1,1,0,0
828776,2,2,2013-06-18,5309,611,1,1,0,0
828777,3,2,2013-06-18,9065,892,1,1,0,0
828778,4,2,2013-06-18,9796,1253,1,1,0,0
828779,5,2,2013-06-18,5853,650,1,1,0,0
828781,7,2,2013-06-18,10651,1140,1,1,0,0
828782,8,2,2013-06-18,7131,742,1,1,0,0
828783,9,2,2013-06-18,6040,555,1,1,0,0
828780,6,2,2013-06-18,7317,794,1,1,0,0
827662,3,3,2013-06-19,7745,761,1,1,0,0
827660,1,3,2013-06-19,4180,517,1,1,0,0
827661,2,3,2013-06-19,5708,734,1,1,0,0
827663,4,3,2013-06-19,9357,1208,1,1,0,1
827667,8,3,2013-06-19,5355,639,1,1,0,0
827665,6,3,2013-06-19,6975,797,1,1,0,0
827666,7,3,2013-06-19,9036,891,1,1,0,0
827668,9,3,2013-06-19,5116,490,1,1,0,0
827664,5,3,2013-06-19,5594,663,1,1,0,0
826545,1,4,2013-06-20,5011,539,1,1,0,0
826546,2,4,2013-06-20,4683,547,1,1,0,0
826547,3,4,2013-06-20,6633,710,1,1,0,0
826548,4,4,2013-06-20,9545,1263,1,1,0,1
826550,6,4,2013-06-20,6298,765,1,1,0,0
826551,7,4,2013-06-20,8683,960,1,1,0,0
826552,8,4,2013-06-20,6645,792,1,1,0,0
826553,9,4,2013-06-20,5400,504,1,1,0,0
826549,5,4,2013-06-20,5315,563,1,1,0,0
825432,3,5,2013-06-21,8739,863,1,1,0,0
825430,1,5,2013-06-21,5173,542,1,1,0,0
825431,2,5,2013-06-21,5333,626,1,1,0,0
825433,4,5,2013-06-21,9438,1237,1,1,0,1
825438,9,5,2013-06-21,5515,530,1,1,0,0
825435,6,5,2013-06-21,7285,831,1,1,0,0
825436,7,5,2013-06-21,9302,1056,1,1,0,0
825437,8,5,2013-06-21,5986,651,1,1,0,0
825434,5,5,2013-06-21,6029,653,1,1,0,0
824316,2,6,2013-06-22,2566,361,1,0,0,0
824315,1,6,2013-06-22,4341,512,1,0,0,0
824318,4,6,2013-06-22,8773,1226,1,0,0,0
824317,3,6,2013-06-22,4199,485,1,0,0,0
824320,6,6,2013-06-22,4501,501,1,0,0,0
824323,9,6,2013-06-22,4731,453,1,0,0,0
824321,7,6,2013-06-22,5582,682,1,0,0,0
824322,8,6,2013-06-22,2326,333,1,0,0,0
824319,5,6,2013-06-22,2250,253,1,0,0,0
823200,1,7,2013-06-23,0,0,0,0,0,0
823201,2,7,2013-06-23,0,0,0,0,0,0
823202,3,7,2013-06-23,0,0,0,0,0,0
823203,4,7,2013-06-23,0,0,0,0,0,0
823204,5,7,2013-06-23,0,0,0,0,0,0
823205,6,7,2013-06-23,0,0,0,0,0,0
823206,7,7,2013-06-23,0,0,0,0,0,0
823207,8,7,2013-06-23,0,0,0,0,0,0
823208,9,7,2013-06-23,0,0,0,0,0,0
822085,1,1,2013-06-24,3549,494,1,0,0,0
822086,2,1,2013-06-24,4388,562,1,0,0,0
822087,3,1,2013-06-24,6538,716,1,0,0,0
822088,4,1,2013-06-24,9187,1271,1,0,0,1
822089,5,1,2013-06-24,4517,588,1,0,0,0
822090,6,1,2013-06-24,6394,783,1,0,0,0
822091,7,1,2013-06-24,8499,986,1,0,0,1
822092,8,1,2013-06-24,4572,625,1,0,0,1
822093,9,1,2013-06-24,5291,491,1,0,0,0
820970,1,2,2013-06-25,4536,528,1,0,0,0
820971,2,2,2013-06-25,3921,533,1,0,0,0
820972,3,2,2013-06-25,5414,701,1,0,0,0
820973,4,2,2013-06-25,8429,1123,1,0,0,1
820975,6,2,2013-06-25,4942,626,1,0,0,0
820976,7,2,2013-06-25,8285,1024,1,0,0,1
820977,8,2,2013-06-25,4090,564,1,0,0,1
820978,9,2,2013-06-25,5078,496,1,0,0,0
820974,5,2,2013-06-25,3476,443,1,0,0,0
819857,3,3,2013-06-26,5461,676,1,0,0,0
819855,1,3,2013-06-26,3827,508,1,0,0,0
819856,2,3,2013-06-26,4869,684,1,0,0,0
819858,4,3,2013-06-26,8218,1126,1,0,0,1
819863,9,3,2013-06-26,4255,418,1,0,0,0
819860,6,3,2013-06-26,5938,717,1,0,0,0
819861,7,3,2013-06-26,7585,882,1,0,0,1
819862,8,3,2013-06-26,3794,516,1,0,0,1
819859,5,3,2013-06-26,4511,583,1,0,0,0
818740,1,4,2013-06-27,3593,464,1,0,0,0
818741,2,4,2013-06-27,4791,575,1,0,0,0
818742,3,4,2013-06-27,6546,787,1,0,0,0
818743,4,4,2013-06-27,8181,1111,1,0,0,1
818745,6,4,2013-06-27,5988,715,1,0,0,0
818746,7,4,2013-06-27,7481,882,1,0,0,1
818747,8,4,2013-06-27,4961,635,1,0,0,1
818748,9,4,2013-06-27,4983,451,1,0,0,0
818744,5,4,2013-06-27,4646,571,1,0,0,0
817627,3,5,2013-06-28,8280,887,1,0,0,0
817625,1,5,2013-06-28,4407,568,1,0,0,0
817626,2,5,2013-06-28,5261,664,1,0,0,0
817628,4,5,2013-06-28,9674,1270,1,0,0,1
817633,9,5,2013-06-28,5358,483,1,0,0,0
817630,6,5,2013-06-28,7437,842,1,0,0,0
817631,7,5,2013-06-28,10324,1158,1,0,0,1
817632,8,5,2013-06-28,4293,525,1,0,0,1
817629,5,5,2013-06-28,5303,625,1,0,0,0
816512,3,6,2013-06-29,6227,742,1,0,0,0
816510,1,6,2013-06-29,5804,671,1,0,0,0
816511,2,6,2013-06-29,3687,428,1,0,0,0
816513,4,6,2013-06-29,10291,1347,1,0,0,0
816517,8,6,2013-06-29,2468,313,1,0,0,0
816515,6,6,2013-06-29,4460,459,1,0,0,0
816516,7,6,2013-06-29,6067,609,1,0,0,0
816518,9,6,2013-06-29,6041,516,1,0,0,0
816514,5,6,2013-06-29,2460,281,1,0,0,0
815403,9,7,2013-06-30,0,0,0,0,0,0
815402,8,7,2013-06-30,0,0,0,0,0,0
815401,7,7,2013-06-30,0,0,0,0,0,0
815400,6,7,2013-06-30,0,0,0,0,0,0
815399,5,7,2013-06-30,0,0,0,0,0,0
815398,4,7,2013-06-30,0,0,0,0,0,0
815397,3,7,2013-06-30,0,0,0,0,0,0
815396,2,7,2013-06-30,0,0,0,0,0,0
815395,1,7,2013-06-30,0,0,0,0,0,0
814280,1,1,2013-07-01,5614,614,1,1,0,0
814281,2,1,2013-07-01,6336,715,1,1,0,0
814282,3,1,2013-07-01,9469,949,1,1,0,0
814283,4,1,2013-07-01,13203,1613,1,1,0,1
814285,6,1,2013-07-01,9914,1037,1,1,0,0
814286,7,1,2013-07-01,15123,1391,1,1,0,1
814287,8,1,2013-07-01,7771,846,1,1,0,1
814284,5,1,2013-07-01,9047,845,1,1,0,0
814288,9,1,2013-07-01,7929,684,1,1,0,0
813169,5,2,2013-07-02,6652,678,1,1,0,0
813173,9,2,2013-07-02,6950,592,1,1,0,0
813172,8,2,2013-07-02,6558,731,1,1,0,1
813171,7,2,2013-07-02,12421,1279,1,1,0,1
813170,6,2,2013-07-02,7909,841,1,1,0,0
813168,4,2,2013-07-02,9650,1336,1,1,0,1
813167,3,2,2013-07-02,9158,892,1,1,0,0
813166,2,2,2013-07-02,5862,728,1,1,0,0
813165,1,2,2013-07-02,5868,614,1,1,0,0
812051,2,3,2013-07-03,6527,811,1,1,0,0
812052,3,3,2013-07-03,9924,908,1,1,0,0
812050,1,3,2013-07-03,5875,634,1,1,0,0
812053,4,3,2013-07-03,9089,1225,1,1,0,1
812058,9,3,2013-07-03,6141,544,1,1,0,0
812055,6,3,2013-07-03,7496,825,1,1,0,0
812056,7,3,2013-07-03,9851,1051,1,1,0,1
812057,8,3,2013-07-03,5081,571,1,1,0,1
812054,5,3,2013-07-03,7100,802,1,1,0,0
810935,1,4,2013-07-04,5701,634,1,1,0,0
810936,2,4,2013-07-04,5820,788,1,1,0,0
810937,3,4,2013-07-04,8932,930,1,1,0,0
810938,4,4,2013-07-04,8899,1306,1,1,0,1
810940,6,4,2013-07-04,6871,787,1,1,0,0
810941,7,4,2013-07-04,9256,1032,1,1,0,1
810942,8,4,2013-07-04,6368,745,1,1,0,1
810943,9,4,2013-07-04,5678,501,1,1,0,0
810939,5,4,2013-07-04,6473,679,1,1,0,0
809822,3,5,2013-07-05,9257,930,1,1,0,0
809820,1,5,2013-07-05,4986,603,1,1,0,0
809821,2,5,2013-07-05,5288,1036,1,1,0,0
809823,4,5,2013-07-05,8419,1198,1,1,0,1
809828,9,5,2013-07-05,6015,561,1,1,0,0
809825,6,5,2013-07-05,6723,807,1,1,0,0
809826,7,5,2013-07-05,10005,1139,1,1,0,1
809827,8,5,2013-07-05,4959,595,1,1,0,1
809824,5,5,2013-07-05,7054,708,1,1,0,0
808707,3,6,2013-07-06,4882,582,1,0,0,0
808705,1,6,2013-07-06,4090,498,1,0,0,1
808706,2,6,2013-07-06,4504,1164,1,0,0,0
808708,4,6,2013-07-06,7924,1167,1,0,0,0
808713,9,6,2013-07-06,4996,462,1,0,0,0
808710,6,6,2013-07-06,3912,459,1,0,0,0
808712,8,6,2013-07-06,2612,301,1,0,0,0
808709,5,6,2013-07-06,1957,246,1,0,0,0
808711,7,6,2013-07-06,5608,646,1,0,0,0
807598,9,7,2013-07-07,0,0,0,0,0,0
807597,8,7,2013-07-07,0,0,0,0,0,0
807596,7,7,2013-07-07,0,0,0,0,0,0
807595,6,7,2013-07-07,0,0,0,0,0,0
807594,5,7,2013-07-07,0,0,0,0,0,0
807593,4,7,2013-07-07,0,0,0,0,0,0
807592,3,7,2013-07-07,0,0,0,0,0,0
807591,2,7,2013-07-07,0,0,0,0,0,0
807590,1,7,2013-07-07,0,0,0,0,0,1
806475,1,1,2013-07-08,4475,523,1,0,0,1
806476,2,1,2013-07-08,4460,565,1,0,0,0
806477,3,1,2013-07-08,6103,737,1,0,0,0
806478,4,1,2013-07-08,7976,1152,1,0,0,1
806481,7,1,2013-07-08,8490,1003,1,0,0,1
806480,6,1,2013-07-08,7090,843,1,0,0,0
806482,8,1,2013-07-08,3960,556,1,0,0,1
806479,5,1,2013-07-08,4896,604,1,0,0,0
806483,9,1,2013-07-08,5226,512,1,0,0,0
805363,4,2,2013-07-09,6554,970,1,0,0,1
805360,1,2,2013-07-09,4047,503,1,0,0,1
805361,2,2,2013-07-09,4600,582,1,0,0,0
805362,3,2,2013-07-09,6097,768,1,0,0,0
805364,5,2,2013-07-09,4758,592,1,0,0,0
805366,7,2,2013-07-09,9463,1049,1,0,0,1
805367,8,2,2013-07-09,4513,585,1,0,0,1
805368,9,2,2013-07-09,4720,481,1,0,0,0
805365,6,2,2013-07-09,5749,735,1,0,0,0
804245,1,3,2013-07-10,3963,496,1,0,0,1
804246,2,3,2013-07-10,5244,735,1,0,0,0
804247,3,3,2013-07-10,6691,798,1,0,0,0
804248,4,3,2013-07-10,6519,941,1,0,0,1
804250,6,3,2013-07-10,5765,722,1,0,0,0
804251,7,3,2013-07-10,8982,1076,1,0,0,1
804252,8,3,2013-07-10,3668,496,1,0,0,1
804253,9,3,2013-07-10,4495,457,1,0,0,0
804249,5,3,2013-07-10,5038,662,1,0,0,0
803132,3,4,2013-07-11,6035,698,1,0,0,0
803130,1,4,2013-07-11,4053,486,1,0,0,1
803131,2,4,2013-07-11,4772,593,1,0,0,0
803133,4,4,2013-07-11,6653,984,1,0,0,1
803138,9,4,2013-07-11,5185,509,1,0,0,0
803135,6,4,2013-07-11,5796,704,1,0,0,0
803136,7,4,2013-07-11,8140,915,1,0,0,1
803137,8,4,2013-07-11,4399,633,1,0,0,1
803134,5,4,2013-07-11,4935,605,1,0,0,0
802017,3,5,2013-07-12,5769,715,1,0,0,0
802016,2,5,2013-07-12,4605,560,1,0,0,0
802018,4,5,2013-07-12,7137,1019,1,0,0,1
802015,1,5,2013-07-12,4134,514,1,0,0,1
802020,6,5,2013-07-12,6575,784,1,0,0,0
802021,7,5,2013-07-12,8921,1080,1,0,0,1
802022,8,5,2013-07-12,3881,506,1,0,0,1
802019,5,5,2013-07-12,4885,581,1,0,0,0
802023,9,5,2013-07-12,5114,526,1,0,0,0
800900,1,6,2013-07-13,4015,490,1,0,0,1
800901,2,6,2013-07-13,2838,357,1,0,0,0
800902,3,6,2013-07-13,4056,489,1,0,0,0
800903,4,6,2013-07-13,7531,1084,1,0,0,0
800907,8,6,2013-07-13,2335,292,1,0,0,0
800905,6,6,2013-07-13,4178,451,1,0,0,0
800906,7,6,2013-07-13,5896,699,1,0,0,0
800908,9,6,2013-07-13,4944,456,1,0,0,0
800904,5,6,2013-07-13,2451,265,1,0,0,0
799793,9,7,2013-07-14,0,0,0,0,0,0
799792,8,7,2013-07-14,0,0,0,0,0,0
799791,7,7,2013-07-14,0,0,0,0,0,0
799790,6,7,2013-07-14,0,0,0,0,0,0
799789,5,7,2013-07-14,0,0,0,0,0,0
799788,4,7,2013-07-14,0,0,0,0,0,0
799787,3,7,2013-07-14,0,0,0,0,0,0
799786,2,7,2013-07-14,0,0,0,0,0,0
799785,1,7,2013-07-14,0,0,0,0,0,1
798670,1,1,2013-07-15,6377,657,1,1,0,1
798671,2,1,2013-07-15,8528,804,1,1,0,1
798672,3,1,2013-07-15,12179,1094,1,1,0,0
798673,4,1,2013-07-15,11658,1568,1,1,0,1
798675,6,1,2013-07-15,8493,918,1,1,0,1
798676,7,1,2013-07-15,14636,1400,1,1,0,1
798677,8,1,2013-07-15,7751,782,1,1,0,1
798674,5,1,2013-07-15,9299,847,1,1,0,1
798678,9,1,2013-07-15,9208,716,1,1,0,0
797559,5,2,2013-07-16,6027,670,1,1,0,1
797563,9,2,2013-07-16,8576,657,1,1,0,0
797562,8,2,2013-07-16,6908,734,1,1,0,1
797561,7,2,2013-07-16,11993,1310,1,1,0,1
797560,6,2,2013-07-16,7554,809,1,1,0,1
797558,4,2,2013-07-16,9349,1262,1,1,0,1
797557,3,2,2013-07-16,11756,1070,1,1,0,0
797556,2,2,2013-07-16,6670,705,1,1,0,1
797555,1,2,2013-07-16,5643,582,1,1,0,1
796441,2,3,2013-07-17,6219,804,1,1,0,1
796442,3,3,2013-07-17,9886,909,1,1,0,0
796440,1,3,2013-07-17,4946,544,1,1,0,1
796443,4,3,2013-07-17,8611,1150,1,1,0,1
796448,9,3,2013-07-17,7542,620,1,1,0,0
796445,6,3,2013-07-17,6913,790,1,1,0,1
796446,7,3,2013-07-17,10133,1012,1,1,0,1
796447,8,3,2013-07-17,5267,571,1,1,0,1
796444,5,3,2013-07-17,7126,735,1,1,0,1
795325,1,4,2013-07-18,4904,533,1,1,0,1
795326,2,4,2013-07-18,5907,659,1,1,0,1
795327,3,4,2013-07-18,9098,927,1,1,0,0
795328,4,4,2013-07-18,8088,1139,1,1,0,1
795330,6,4,2013-07-18,6576,775,1,1,0,1
795331,7,4,2013-07-18,10171,1110,1,1,0,1
795332,8,4,2013-07-18,5928,737,1,1,0,1
795333,9,4,2013-07-18,7334,593,1,1,0,0
795329,5,4,2013-07-18,6316,633,1,1,0,1
794212,3,5,2013-07-19,9174,926,1,1,0,0
794210,1,5,2013-07-19,4275,495,1,1,0,1
794211,2,5,2013-07-19,4885,601,1,1,0,1
794213,4,5,2013-07-19,8236,1215,1,1,0,1
794218,9,5,2013-07-19,7820,660,1,1,0,0
794215,6,5,2013-07-19,7280,823,1,1,0,1
794216,7,5,2013-07-19,11476,1303,1,1,0,1
794217,8,5,2013-07-19,5194,574,1,1,0,1
794214,5,5,2013-07-19,6197,650,1,1,0,1
793097,3,6,2013-07-20,4392,484,1,0,0,0
793095,1,6,2013-07-20,4421,544,1,0,0,1
793096,2,6,2013-07-20,2670,326,1,0,0,0
793098,4,6,2013-07-20,7589,1106,1,0,0,0
793103,9,6,2013-07-20,6220,492,1,0,0,0
793100,6,6,2013-07-20,3817,432,1,0,0,0
793102,8,6,2013-07-20,1949,266,1,0,0,0
793099,5,6,2013-07-20,2231,253,1,0,0,0
793101,7,6,2013-07-20,5608,705,1,0,0,0
791988,9,7,2013-07-21,0,0,0,0,0,0
791987,8,7,2013-07-21,0,0,0,0,0,0
791986,7,7,2013-07-21,0,0,0,0,0,0
791985,6,7,2013-07-21,0,0,0,0,0,0
791984,5,7,2013-07-21,0,0,0,0,0,0
791983,4,7,2013-07-21,0,0,0,0,0,0
791982,3,7,2013-07-21,0,0,0,0,0,0
791981,2,7,2013-07-21,0,0,0,0,0,0
791980,1,7,2013-07-21,0,0,0,0,0,1
790865,1,1,2013-07-22,4149,493,1,0,0,1
790866,2,1,2013-07-22,3658,490,1,0,0,1
790867,3,1,2013-07-22,5152,640,1,0,0,1
790868,4,1,2013-07-22,7070,1043,1,0,0,1
790872,8,1,2013-07-22,3989,540,1,0,0,1
790870,6,1,2013-07-22,6092,753,1,0,0,1
790871,7,1,2013-07-22,8915,1161,1,0,0,1
790869,5,1,2013-07-22,4704,582,1,0,0,1
790873,9,1,2013-07-22,5150,486,1,0,0,1
789752,3,2,2013-07-23,5723,656,1,0,0,1
789750,1,2,2013-07-23,3937,497,1,0,0,1
789751,2,2,2013-07-23,3726,469,1,0,0,1
789753,4,2,2013-07-23,5869,908,1,0,0,1
789755,6,2,2013-07-23,5706,715,1,0,0,1
789756,7,2,2013-07-23,9214,1188,1,0,0,1
789757,8,2,2013-07-23,3462,545,1,0,0,1
789758,9,2,2013-07-23,5113,507,1,0,0,1
789754,5,2,2013-07-23,4533,510,1,0,0,1
788635,1,3,2013-07-24,3849,453,1,0,0,1
788636,2,3,2013-07-24,4282,611,1,0,0,1
788637,3,3,2013-07-24,5430,659,1,0,0,1
788638,4,3,2013-07-24,6350,965,1,0,0,1
788639,5,3,2013-07-24,4865,621,1,0,0,1
788640,6,3,2013-07-24,5702,693,1,0,0,1
788641,7,3,2013-07-24,9275,1059,1,0,0,1
788642,8,3,2013-07-24,3689,494,1,0,0,1
788643,9,3,2013-07-24,4845,445,1,0,0,1
787520,1,4,2013-07-25,3502,451,1,0,0,1
787521,2,4,2013-07-25,3531,496,1,0,0,1
787522,3,4,2013-07-25,5936,717,1,0,0,1
787523,4,4,2013-07-25,6893,973,1,0,0,1
787528,9,4,2013-07-25,5010,475,1,0,0,1
787525,6,4,2013-07-25,5203,673,1,0,0,1
787526,7,4,2013-07-25,9584,1188,1,0,0,1
787527,8,4,2013-07-25,3986,627,1,0,0,1
787524,5,4,2013-07-25,4616,550,1,0,0,1
786407,3,5,2013-07-26,5283,656,1,0,0,1
786405,1,5,2013-07-26,4221,516,1,0,0,1
786406,2,5,2013-07-26,3441,438,1,0,0,1
786408,4,5,2013-07-26,6436,963,1,0,0,1
786409,5,5,2013-07-26,4432,509,1,0,0,1
786410,6,5,2013-07-26,5370,666,1,0,0,1
786411,7,5,2013-07-26,8572,1038,1,0,0,1
786412,8,5,2013-07-26,3011,462,1,0,0,1
786413,9,5,2013-07-26,5007,463,1,0,0,1
785290,1,6,2013-07-27,3352,456,1,0,0,1
785291,2,6,2013-07-27,2059,292,1,0,0,0
785292,3,6,2013-07-27,3845,433,1,0,0,0
785293,4,6,2013-07-27,7118,1026,1,0,0,0
785298,9,6,2013-07-27,4153,422,1,0,0,0
785295,6,6,2013-07-27,3365,375,1,0,0,0
785296,7,6,2013-07-27,6469,744,1,0,0,0
785297,8,6,2013-07-27,2257,311,1,0,0,0
785294,5,6,2013-07-27,2321,263,1,0,0,0
784175,1,7,2013-07-28,0,0,0,0,0,1
784176,2,7,2013-07-28,0,0,0,0,0,0
784177,3,7,2013-07-28,0,0,0,0,0,0
784178,4,7,2013-07-28,0,0,0,0,0,0
784180,6,7,2013-07-28,0,0,0,0,0,0
784181,7,7,2013-07-28,0,0,0,0,0,0
784182,8,7,2013-07-28,0,0,0,0,0,0
784183,9,7,2013-07-28,0,0,0,0,0,0
784179,5,7,2013-07-28,0,0,0,0,0,0
783062,3,1,2013-07-29,10853,965,1,1,0,1
783060,1,1,2013-07-29,6290,630,1,1,0,1
783061,2,1,2013-07-29,7249,717,1,1,0,1
783063,4,1,2013-07-29,11092,1496,1,1,0,1
783068,9,1,2013-07-29,8148,637,1,1,0,1
783065,6,1,2013-07-29,7860,856,1,1,0,1
783066,7,1,2013-07-29,17567,1622,1,1,0,1
783067,8,1,2013-07-29,8276,830,1,1,0,1
783064,5,1,2013-07-29,8701,788,1,1,0,1
781946,2,2,2013-07-30,6802,702,1,1,0,1
781945,1,2,2013-07-30,5773,630,1,1,0,1
781947,3,2,2013-07-30,10451,958,1,1,0,1
781948,4,2,2013-07-30,10780,1442,1,1,0,1
781950,6,2,2013-07-30,7285,821,1,1,0,1
781951,7,2,2013-07-30,15356,1483,1,1,0,1
781952,8,2,2013-07-30,6882,759,1,1,0,1
781949,5,2,2013-07-30,7217,695,1,1,0,1
781953,9,2,2013-07-30,6403,515,1,1,0,1
780831,2,3,2013-07-31,8295,942,1,1,0,1
780830,1,3,2013-07-31,5572,624,1,1,0,1
780832,3,3,2013-07-31,10895,1036,1,1,0,1
780833,4,3,2013-07-31,13403,1657,1,1,0,1
780834,5,3,2013-07-31,8061,788,1,1,0,1
780835,6,3,2013-07-31,8941,904,1,1,0,1
780836,7,3,2013-07-31,15155,1498,1,1,0,1
780837,8,3,2013-07-31,7197,774,1,1,0,1
780838,9,3,2013-07-31,6564,541,1,1,0,1
779715,1,4,2013-08-01,4994,555,1,1,0,1
779716,2,4,2013-08-01,5640,643,1,1,0,1
779717,3,4,2013-08-01,8738,893,1,1,0,1
779718,4,4,2013-08-01,10622,1417,1,1,0,1
779723,9,4,2013-08-01,6323,539,1,1,0,1
779720,6,4,2013-08-01,7614,884,1,1,0,1
779721,7,4,2013-08-01,12681,1296,1,1,0,1
779722,8,4,2013-08-01,7286,849,1,1,0,1
779719,5,4,2013-08-01,6373,689,1,1,0,1
778601,2,5,2013-08-02,4776,545,1,1,0,1
778602,3,5,2013-08-02,7610,748,1,1,0,1
778600,1,5,2013-08-02,4494,562,1,1,0,1
778603,4,5,2013-08-02,10075,1362,1,1,0,1
778604,5,5,2013-08-02,4907,589,1,1,0,1
778605,6,5,2013-08-02,7097,804,1,1,0,1
778606,7,5,2013-08-02,10085,1155,1,1,0,1
778607,8,5,2013-08-02,4905,601,1,1,0,1
778608,9,5,2013-08-02,5790,528,1,1,0,1
777485,1,6,2013-08-03,4461,553,1,0,0,1
777486,2,6,2013-08-03,2641,353,1,0,0,0
777487,3,6,2013-08-03,4546,532,1,0,0,0
777488,4,6,2013-08-03,8898,1281,1,0,0,0
777493,9,6,2013-08-03,4893,447,1,0,0,0
777490,6,6,2013-08-03,3869,437,1,0,0,0
777492,8,6,2013-08-03,2372,310,1,0,0,0
777489,5,6,2013-08-03,1778,250,1,0,0,0
777491,7,6,2013-08-03,7819,936,1,0,0,0
776378,9,7,2013-08-04,0,0,0,0,0,0
776377,8,7,2013-08-04,0,0,0,0,0,0
776376,7,7,2013-08-04,0,0,0,0,0,0
776375,6,7,2013-08-04,0,0,0,0,0,0
776374,5,7,2013-08-04,0,0,0,0,0,0
776373,4,7,2013-08-04,0,0,0,0,0,0
776372,3,7,2013-08-04,0,0,0,0,0,0
776371,2,7,2013-08-04,0,0,0,0,0,0
776370,1,7,2013-08-04,0,0,0,0,0,1
775255,1,1,2013-08-05,4086,522,1,0,0,1
775256,2,1,2013-08-05,4066,526,1,0,0,1
775257,3,1,2013-08-05,5991,748,1,0,0,1
775258,4,1,2013-08-05,9408,1356,1,0,0,0
775261,7,1,2013-08-05,12365,1433,1,0,0,0
775260,6,1,2013-08-05,6104,798,1,0,0,1
775262,8,1,2013-08-05,4805,641,1,0,0,0
775259,5,1,2013-08-05,4816,583,1,0,0,1
775263,9,1,2013-08-05,5455,497,1,0,0,1
774143,4,2,2013-08-06,7559,1188,1,0,0,0
774140,1,2,2013-08-06,3582,477,1,0,0,1
774141,2,2,2013-08-06,3434,475,1,0,0,1
774142,3,2,2013-08-06,6166,737,1,0,0,1
774144,5,2,2013-08-06,4649,508,1,0,0,1
774146,7,2,2013-08-06,11208,1406,1,0,0,0
774145,6,2,2013-08-06,5376,695,1,0,0,1
774148,9,2,2013-08-06,4922,492,1,0,0,1
774147,8,2,2013-08-06,4090,610,1,0,0,0
773033,9,3,2013-08-07,4709,424,1,0,0,1
773032,8,3,2013-08-07,4158,538,1,0,0,0
773031,7,3,2013-08-07,10138,1248,1,0,0,0
773030,6,3,2013-08-07,5704,705,1,0,0,1
773029,5,3,2013-08-07,5198,645,1,0,0,1
773028,4,3,2013-08-07,7156,1137,1,0,0,0
773027,3,3,2013-08-07,5982,716,1,0,0,1
773026,2,3,2013-08-07,4467,650,1,0,0,1
773025,1,3,2013-08-07,4143,512,1,0,0,1
771910,1,4,2013-08-08,3680,466,1,0,0,1
771911,2,4,2013-08-08,3949,520,1,0,0,1
771912,3,4,2013-08-08,5916,684,1,0,0,1
771913,4,4,2013-08-08,7481,1169,1,0,0,0
771917,8,4,2013-08-08,4648,654,1,0,0,0
771915,6,4,2013-08-08,5490,674,1,0,0,1
771916,7,4,2013-08-08,9339,1173,1,0,0,0
771914,5,4,2013-08-08,3869,509,1,0,0,1
771918,9,4,2013-08-08,4664,441,1,0,0,1
770797,3,5,2013-08-09,5991,705,1,0,0,1
770795,1,5,2013-08-09,3257,418,1,0,0,1
770796,2,5,2013-08-09,3551,456,1,0,0,1
770798,4,5,2013-08-09,7842,1165,1,0,0,0
770800,6,5,2013-08-09,5659,631,1,0,0,1
770799,5,5,2013-08-09,3932,470,1,0,0,1
770803,9,5,2013-08-09,5206,489,1,0,0,1
770801,7,5,2013-08-09,9198,1187,1,0,0,0
770802,8,5,2013-08-09,3901,509,1,0,0,0
769688,9,6,2013-08-10,4838,445,1,0,0,0
769687,8,6,2013-08-10,2378,298,1,0,0,0
769686,7,6,2013-08-10,5763,722,1,0,0,0
769685,6,6,2013-08-10,3693,412,1,0,0,0
769684,5,6,2013-08-10,2005,244,1,0,0,0
769683,4,6,2013-08-10,9149,1379,1,0,0,0
769682,3,6,2013-08-10,3883,427,1,0,0,0
769681,2,6,2013-08-10,2624,312,1,0,0,0
769680,1,6,2013-08-10,3768,457,1,0,0,1
